42.19,42.465,42.877,43.048,43.73,44.002,44.273,45.066,45.418,45.736,45.97,46.968,47.216,47.034,46.918,46.453,48.318,48.482,48.678,48.792,48.744,48.76,48.907,49.167,49.379,49.736,49.768,50.027,50.253,50.35,50.479,50.768,50.768,52.967,53.125,52.983,53.188,53.078,53.046,53.156,53.062,53.078,53.172,53.267,53.393,53.172,53.377,53.141,53.298,53.519,53.503,53.645,53.582,53.676,53.597,53.472,53.66,53.739,53.802,53.88,53.943,53.833,54.084,54.021,54.021,54.131,53.912,53.833,53.833,53.707,53.487,53.613,53.613,53.582,53.361,53.361,53.109,53.204,53.046,52.777
42.534,42.689,42.877,43.594,43.9,44.087,44.847,45.133,45.334,45.469,46.802,46.852,46.686,46.669,48.449,48.22,48.286,48.547,48.76,48.695,48.76,48.858,49.102,49.249,49.492,49.671,49.881,50.14,50.398,50.575,50.784,50.832,50.929,50.961,50.961,51.073,51.169,51.169,51.169,53.393,53.629,53.535,53.629,53.739,53.707,53.833,53.692,53.849,54.006,53.896,53.912,54.053,53.912,53.99,54.068,54.084,54.131,54.287,54.272,54.162,54.272,54.413,54.334,54.491,54.491,54.366,54.319,54.256,54.131,53.912,54.006,53.927,53.927,53.707,53.676,53.409,53.267,53.156,52.951,52.999
42.86,43.645,44.222,44.763,45.552,46.337,47.299,49.037,49.411,49.395,48.646,47.76,48.923,48.711,48.547,48.629,48.482,48.531,48.662,48.792,48.956,49.2,49.362,51.936,52.175,52.302,52.651,52.872,52.967,53.03,53.046,53.093,53.125,53.172,53.188,53.109,53.125,53.078,53.156,53.156,53.283,53.235,53.314,53.188,53.33,53.251,53.424,53.361,53.251,53.346,53.409,53.535,53.582,53.597,53.597,53.645,53.739,53.566,53.912,53.723,54.021,53.786,53.707,53.645,53.864,53.723,53.566,53.597,53.645,53.645,53.566,53.472,53.109,53.046,52.872,52.761,52.524,52.413,52.302,52.238
43.202,43.56,44.036,44.594,44.965,45.636,46.52,47.447,49.021,50.108,50.736,50.623,49.752,50.656,49.557,49.151,48.923,48.744,48.695,48.695,48.841,48.939,49.07,49.395,51.713,51.777,52.127,52.175,52.429,52.524,52.492,52.698,52.714,52.746,52.809,52.841,52.872,52.841,52.809,52.746,52.777,52.777,52.935,52.872,52.951,52.825,52.999,53.062,53.062,53.204,53.156,53.03,53.046,53.235,53.251,53.33,53.314,53.409,53.44,53.298,53.424,53.377,53.519,53.456,53.456,53.204,53.314,53.188,53.062,53.03,52.872,52.872,52.888,52.809,52.429,52.476,52.381,52.27,52.127,52.047
42.551,42.98,43.219,43.747,44.205,44.307,44.982,45.452,46.054,46.387,47.15,47.48,47.48,47.233,46.935,48.662,48.318,48.466,48.531,48.515,48.449,48.564,48.695,48.874,48.956,51.457,51.793,52.0,52.27,52.381,52.619,52.761,52.73,52.825,52.777,52.809,52.841,52.856,52.967,52.856,52.872,52.999,52.967,52.856,53.314,53.251,53.487,53.235,53.298,53.424,53.613,53.519,53.66,53.629,53.613,53.613,53.77,53.707,53.77,53.802,53.833,53.676,53.88,53.833,53.88,53.927,53.723,53.597,53.535,53.566,53.409,53.377,53.283,53.22,53.204,53.062,52.73,52.54,52.492,52.413
42.052,42.345,42.517,43.151,43.424,43.594,44.543,44.881,45.116,45.116,46.12,46.387,46.154,46.004,45.787,47.645,47.727,47.957,47.941,47.859,48.056,48.171,48.367,48.417,48.711,48.923,49.33,51.697,51.92,52.159,52.397,52.413,52.54,52.54,52.524,52.746,52.746,52.856,52.841,52.761,52.793,52.888,52.872,52.951,53.014,53.188,53.014,53.172,53.251,53.251,53.283,53.267,53.283,53.267,53.409,53.409,53.535,53.393,53.566,53.535,53.645,53.755,53.755,53.896,53.739,53.692,53.66,53.77,53.597,53.519,53.409,53.377,53.346,53.251,53.062,52.714,52.587,52.682,52.397,52.397
42.173,42.534,42.86,43.048,43.543,43.458,43.73,44.678,45.435,45.77,46.02,47.777,47.793,47.76,47.661,47.513,47.694,47.826,47.974,47.925,48.089,48.138,48.187,48.466,48.744,51.345,51.505,51.777,51.856,52.254,52.413,52.524,52.635,52.793,52.761,52.635,52.714,52.856,52.682,52.714,52.682,52.746,52.761,52.872,52.935,53.109,52.999,53.267,53.078,53.204,53.283,53.346,53.456,53.456,53.55,53.645,53.519,53.676,53.676,53.802,53.629,53.959,54.006,53.943,53.943,53.833,53.817,53.927,53.833,53.613,53.597,53.566,53.456,53.361,53.361,53.046,52.904,52.714,52.556,52.556
41.69,42.276,42.62,42.946,43.151,43.645,44.103,44.712,45.234,46.736,47.266,47.612,47.842,47.612,47.694,47.546,47.711,47.859,47.941,47.941,47.99,48.171,48.122,48.4,50.913,51.297,51.313,51.633,51.872,52.222,52.318,52.429,52.571,52.603,52.666,52.714,52.73,52.682,52.714,52.666,52.587,52.698,52.714,52.92,52.872,53.014,52.856,53.156,53.251,53.188,53.346,53.409,53.346,53.361,53.487,53.503,53.597,53.707,53.676,53.802,53.645,53.817,53.833,53.896,53.896,53.849,53.676,53.864,53.707,53.519,53.519,53.66,53.393,53.298,53.346,52.967,52.951,52.682,52.587,52.54
41.914,42.397,42.826,42.946,43.253,43.628,44.002,44.526,45.217,46.603,47.001,47.348,47.381,47.332,47.414,47.233,47.464,47.563,47.628,47.628,47.76,47.908,48.04,48.302,50.72,51.041,51.313,51.617,51.92,52.063,52.175,52.238,52.524,52.571,52.587,52.651,52.651,52.682,52.809,52.714,52.682,52.809,52.951,52.904,52.872,53.109,52.983,53.235,53.22,53.44,53.267,53.519,53.519,53.424,53.645,53.723,53.692,53.707,53.849,53.864,53.802,53.927,53.912,54.131,53.974,53.896,53.802,53.896,53.77,53.676,53.676,53.597,53.597,53.519,53.424,53.141,53.125,53.109,52.793,52.698
42.035,42.414,42.757,42.911,43.168,43.611,44.087,44.476,45.066,46.304,47.183,47.497,47.727,47.875,47.711,47.711,47.563,47.809,47.859,47.957,47.974,48.072,48.22,48.433,48.613,50.913,51.361,51.569,52.0,52.159,52.476,52.508,52.682,52.761,52.904,52.856,52.872,52.872,52.761,52.92,52.746,52.666,52.825,52.777,52.92,52.935,52.951,52.841,53.141,53.109,53.346,53.346,53.346,53.472,53.566,53.566,53.66,53.613,53.645,53.77,53.927,53.739,53.833,53.912,53.833,53.849,53.786,53.613,53.707,53.707,53.613,53.66,53.66,53.755,53.723,53.707,53.298,53.22,53.141,52.935
